EmployeeID,Gender,JobRole,JobLevel,EducationField,Department,MaritalStatus,Attrition
905,Female,Research Scientist,2,Life Sciences,Research & Development,Single,0
906,Male,Manufacturing Director,2,Marketing,Sales,Married,0
907,Female,Human Resources,1,Technical Degree,Research & Development,Single,0
908,Female,Laboratory Technician,1,Medical,Sales,Single,0
909,Female,Healthcare Representative,1,Life Sciences,Research & Development,Single,0
910,Female,Laboratory Technician,2,Human Resources,Sales,Divorced,0
911,Female,Sales Executive,1,Medical,Research & Development,Married,0
912,Male,Sales Representative,1,Life Sciences,Research & Development,Divorced,0
913,Male,Healthcare Representative,2,Marketing,Sales,Single,1
914,Male,Laboratory Technician,1,Medical,Research & Development,Single,1
915,Female,Laboratory Technician,5,Life Sciences,Research & Development,Single,0
916,Female,Laboratory Technician,3,Life Sciences,Research & Development,Single,0
917,Male,Laboratory Technician,2,Medical,Sales,Married,0
918,Female,Sales Executive,1,Marketing,Sales,Married,0
919,Female,Human Resources,1,Other,Sales,Single,0
920,Female,Manufacturing Director,1,Medical,Research & Development,Single,0
921,Male,Sales Executive,1,Life Sciences,Sales,Single,1
922,Female,Laboratory Technician,3,Life Sciences,Sales,Single,0
923,Male,Sales Executive,1,Technical Degree,Research & Development,Married,0
924,Female,Research Scientist,3,Life Sciences,Research & Development,Single,0
925,Male,Sales Representative,1,Marketing,Research & Development,Single,1
926,Male,Manufacturing Director,3,Other,Sales,Married,1
927,Male,Sales Executive,2,Medical,Sales,Single,0
928,Female,Laboratory Technician,2,Life Sciences,Sales,Single,0
929,Female,Sales Representative,1,Medical,Research & Development,Single,0
930,Male,Sales Representative,1,Medical,Research & Development,Single,0
931,Female,Human Resources,2,Medical,Sales,Single,1
932,Female,Sales Executive,1,Medical,Human Resources,Single,0
933,Male,Human Resources,1,Marketing,Sales,Single,0
934,Female,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
935,Female,Research Scientist,4,Technical Degree,Research & Development,Single,0
936,Male,Manufacturing Director,1,Marketing,Human Resources,Divorced,1
937,Female,Sales Executive,2,Life Sciences,Sales,Single,0
938,Male,Sales Executive,1,Technical Degree,Research & Development,Divorced,0
939,Male,Human Resources,4,Life Sciences,Research & Development,Single,0
940,Female,Human Resources,1,Medical,Sales,Married,0
941,Male,Laboratory Technician,2,Life Sciences,Research & Development,Single,0
942,Male,Research Scientist,1,Life Sciences,Research & Development,Single,0
943,Male,Human Resources,3,Medical,Sales,Single,1
944,Male,Human Resources,1,Medical,Sales,Married,1
945,Male,Research Scientist,2,Medical,Sales,Single,0
946,Female,Manufacturing Director,1,Medical,Sales,Single,0
947,Female,Human Resources,4,Marketing,Sales,Single,0
948,Male,Sales Representative,2,Life Sciences,Research & Development,Single,0
949,Male,Sales Executive,1,Marketing,Sales,Married,0
950,Male,Healthcare Representative,1,Medical,Research & Development,Single,0
951,Female,Laboratory Technician,1,Medical,Sales,Married,0
952,Male,Laboratory Technician,1,Human Resources,Research & Development,Single,0
953,Male,Manufacturing Director,1,Medical,Sales,Single,0
954,Female,Laboratory Technician,3,Life Sciences,Research & Development,Married,0
955,Male,Healthcare Representative,3,Life Sciences,Human Resources,Divorced,1
956,Male,Human Resources,1,Other,Sales,Single,0
957,Male,Laboratory Technician,2,Marketing,Sales,Single,0
958,Female,Laboratory Technician,1,Medical,Research & Development,Married,1
959,Female,Sales Representative,2,Life Sciences,Sales,Single,0
960,Male,Laboratory Technician,2,Life Sciences,Sales,Divorced,0
961,Female,Manufacturing Director,1,Medical,Sales,Married,0
962,Female,Sales Executive,1,Human Resources,Sales,Single,1
963,Male,Healthcare Representative,1,Life Sciences,Research & Development,Married,0
964,Female,Research Scientist,2,Life Sciences,Research & Development,Single,0
965,Male,Human Resources,1,Life Sciences,Human Resources,Single,0
966,Male,Manufacturing Director,2,Marketing,Sales,Single,0
967,Female,Sales Executive,2,Life Sciences,Research & Development,Married,1
968,Female,Human Resources,1,Marketing,Research & Development,Divorced,0
969,Female,Sales Representative,2,Technical Degree,Research & Development,Single,0
970,Female,Laboratory Technician,5,Marketing,Research & Development,Single,0
971,Female,Human Resources,1,Technical Degree,Research & Development,Single,0
972,Male,Healthcare Representative,2,Life Sciences,Sales,Single,0
973,Male,Laboratory Technician,1,Marketing,Research & Development,Married,0
974,Male,Manufacturing Director,1,Human Resources,Research & Development,Single,0
975,Male,Sales Representative,2,Medical,Research & Development,Divorced,0
976,Male,Manufacturing Director,2,Marketing,Sales,Divorced,0
977,Male,Healthcare Representative,1,Human Resources,Research & Development,Married,0
978,Female,Laboratory Technician,1,Life Sciences,Sales,Single,0
979,Female,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
980,Male,Research Scientist,1,Life Sciences,Sales,Single,0
981,Female,Laboratory Technician,1,Technical Degree,Research & Development,Single,1
982,Male,Laboratory Technician,1,Life Sciences,Sales,Single,0
983,Male,Research Scientist,1,Medical,Sales,Married,0
984,Male,Sales Representative,3,Life Sciences,Research & Development,Single,0
985,Male,Sales Representative,1,Technical Degree,Research & Development,Single,0
986,Female,Human Resources,2,Life Sciences,Sales,Divorced,0
987,Female,Healthcare Representative,1,Other,Research & Development,Single,0
988,Male,Manufacturing Director,2,Medical,Sales,Married,0
989,Female,Laboratory Technician,1,Life Sciences,Sales,Single,0
990,Female,Healthcare Representative,3,Other,Research & Development,Divorced,0
991,Male,Human Resources,2,Technical Degree,Sales,Single,0
992,Male,Laboratory Technician,2,Human Resources,Research & Development,Married,0
993,Female,Human Resources,3,Human Resources,Sales,Single,1
994,Male,Sales Representative,2,Marketing,Sales,Single,0
995,Male,Laboratory Technician,1,Marketing,Research & Development,Married,1
996,Male,Sales Representative,2,Marketing,Research & Development,Married,0
997,Female,Sales Executive,1,Other,Sales,Divorced,0
998,Male,Sales Executive,1,Technical Degree,Research & Development,Single,1
999,Male,Laboratory Technician,1,Life Sciences,Research & Development,Divorced,1
1000,Male,Healthcare Representative,1,Other,Sales,Divorced,0
1001,Male,Research Scientist,2,Marketing,Research & Development,Single,0
1002,Male,Sales Representative,2,Life Sciences,Sales,Single,0
1003,Male,Sales Executive,2,Life Sciences,Sales,Divorced,0
1004,Male,Research Scientist,2,Life Sciences,Research & Development,Married,0
1005,Female,Human Resources,2,Medical,Research & Development,Single,0
1006,Male,Sales Executive,3,Marketing,Research & Development,Married,0
1007,Male,Human Resources,1,Life Sciences,Sales,Single,0
1008,Female,Research Scientist,3,Human Resources,Research & Development,Married,0
1009,Male,Human Resources,5,Technical Degree,Research & Development,Single,0
1010,Male,Sales Representative,5,Life Sciences,Research & Development,Married,0
1011,Male,Sales Executive,2,Life Sciences,Sales,Married,0
1012,Male,Laboratory Technician,1,Medical,Sales,Divorced,0
1013,Male,Sales Executive,1,Life Sciences,Sales,Married,1
1014,Female,Human Resources,1,Technical Degree,Research & Development,Single,0
1015,Male,Sales Executive,2,Marketing,Human Resources,Single,0
1016,Female,Sales Representative,1,Life Sciences,Research & Development,Single,0
1017,Male,Sales Executive,1,Human Resources,Sales,Divorced,0
1018,Female,Human Resources,1,Life Sciences,Sales,Single,0
1019,Male,Research Scientist,5,Marketing,Sales,Married,0
1020,Male,Sales Executive,1,Human Resources,Research & Development,Single,0
1021,Male,Research Scientist,1,Life Sciences,Research & Development,Single,1
1022,Male,Research Scientist,1,Medical,Research & Development,Married,1
1023,Female,Human Resources,1,Medical,Research & Development,Divorced,0
1024,Male,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
1025,Female,Research Scientist,1,Marketing,Research & Development,Married,1
1026,Male,Healthcare Representative,4,Life Sciences,Research & Development,Married,0
1027,Female,Healthcare Representative,4,Marketing,Research & Development,Single,0
1028,Male,Healthcare Representative,1,Technical Degree,Sales,Divorced,0
1029,Female,Laboratory Technician,1,Technical Degree,Sales,Divorced,0
1030,Male,Research Scientist,1,Medical,Sales,Single,0
1031,Male,Manufacturing Director,3,Other,Research & Development,Married,0
1032,Female,Healthcare Representative,3,Marketing,Sales,Married,1
1033,Male,Laboratory Technician,5,Medical,Human Resources,Married,0
1034,Male,Research Scientist,1,Marketing,Research & Development,Single,0
1035,Male,Sales Representative,2,Life Sciences,Research & Development,Divorced,0
1036,Female,Research Scientist,1,Life Sciences,Research & Development,Married,0
1037,Male,Research Scientist,2,Medical,Human Resources,Married,0
1038,Female,Manufacturing Director,1,Life Sciences,Research & Development,Divorced,0
1039,Male,Research Scientist,1,Life Sciences,Research & Development,Divorced,0
1040,Male,Human Resources,3,Other,Research & Development,Single,1
1041,Male,Manufacturing Director,2,Life Sciences,Research & Development,Married,0
1042,Male,Sales Executive,1,Medical,Research & Development,Single,1
1043,Male,Sales Executive,1,Human Resources,Research & Development,Single,0
1044,Male,Research Scientist,1,Medical,Sales,Single,1
1045,Male,Human Resources,2,Medical,Sales,Single,0
1046,Male,Sales Representative,1,Human Resources,Research & Development,Single,0
1047,Male,Sales Executive,2,Technical Degree,Research & Development,Single,0
1048,Female,Sales Executive,4,Life Sciences,Research & Development,Single,0
1049,Male,Laboratory Technician,1,Medical,Human Resources,Single,0
1050,Male,Healthcare Representative,2,Life Sciences,Sales,Married,0
1051,Male,Research Scientist,1,Life Sciences,Sales,Married,0
1052,Male,Human Resources,1,Technical Degree,Research & Development,Married,0
1053,Female,Healthcare Representative,3,Technical Degree,Sales,Married,1
1054,Male,Sales Executive,5,Life Sciences,Research & Development,Divorced,0
1055,Male,Research Scientist,5,Medical,Research & Development,Married,0
1056,Female,Research Scientist,1,Medical,Human Resources,Single,0
1057,Male,Sales Executive,3,Life Sciences,Sales,Single,0
1058,Female,Laboratory Technician,5,Life Sciences,Sales,Married,0
1059,Male,Human Resources,3,Human Resources,Human Resources,Single,0
1060,Female,Laboratory Technician,3,Technical Degree,Sales,Single,0
1061,Male,Sales Executive,2,Life Sciences,Research & Development,Married,0
1062,Male,Sales Representative,1,Marketing,Research & Development,Divorced,0
1063,Male,Research Scientist,1,Medical,Research & Development,Married,1
1064,Male,Sales Executive,2,Medical,Sales,Married,1
1065,Male,Human Resources,1,Marketing,Research & Development,Married,0
1066,Female,Manufacturing Director,1,Technical Degree,Research & Development,Married,0
1067,Female,Laboratory Technician,2,Other,Sales,Single,0
1068,Female,Sales Representative,2,Marketing,Sales,Single,0
1069,Male,Sales Representative,1,Human Resources,Research & Development,Single,0
1070,Male,Manufacturing Director,1,Technical Degree,Human Resources,Divorced,0
1071,Female,Research Scientist,2,Human Resources,Sales,Single,0
1072,Male,Laboratory Technician,1,Medical,Sales,Married,1
1073,Male,Sales Representative,5,Human Resources,Human Resources,Single,0
1074,Female,Research Scientist,1,Life Sciences,Research & Development,Single,0
1075,Female,Sales Representative,2,Human Resources,Sales,Married,0
1076,Female,Sales Executive,1,Life Sciences,Research & Development,Married,0
1077,Male,Research Scientist,1,Life Sciences,Research & Development,Single,0
1078,Female,Healthcare Representative,1,Marketing,Research & Development,Single,0
1079,Male,Healthcare Representative,1,Life Sciences,Research & Development,Married,0
1080,Female,Healthcare Representative,1,Life Sciences,Sales,Single,0
1081,Female,Research Scientist,1,Marketing,Sales,Divorced,1
1082,Male,Research Scientist,2,Medical,Research & Development,Single,1
1083,Male,Sales Representative,2,Other,Research & Development,Single,0
1084,Male,Laboratory Technician,1,Human Resources,Research & Development,Married,0
1085,Male,Laboratory Technician,1,Life Sciences,Research & Development,Married,0
1086,Male,Research Scientist,1,Other,Research & Development,Single,0
1087,Male,Healthcare Representative,5,Marketing,Research & Development,Divorced,0
1088,Male,Research Scientist,1,Medical,Sales,Single,0
1089,Male,Laboratory Technician,2,Life Sciences,Human Resources,Single,0
1090,Male,Human Resources,1,Life Sciences,Research & Development,Single,0
1091,Male,Sales Representative,1,Life Sciences,Research & Development,Single,1
1092,Female,Sales Representative,1,Human Resources,Sales,Married,0
1093,Male,Healthcare Representative,1,Life Sciences,Sales,Divorced,0
1094,Male,Sales Executive,4,Technical Degree,Sales,Single,0
1095,Male,Healthcare Representative,1,Marketing,Research & Development,Single,0
1096,Female,Research Scientist,1,Medical,Human Resources,Single,0
1097,Male,Laboratory Technician,1,Human Resources,Research & Development,Married,0
1098,Male,Manufacturing Director,1,Other,Sales,Single,0
1099,Female,Research Scientist,1,Life Sciences,Sales,Single,0
1100,Male,Laboratory Technician,5,Medical,Sales,Married,0
1101,Male,Sales Representative,1,Other,Sales,Married,0
1102,Male,Healthcare Representative,1,Medical,Research & Development,Single,0
1103,Male,Manufacturing Director,2,Human Resources,Human Resources,Single,0
1104,Male,Manufacturing Director,1,Medical,Research & Development,Divorced,0
1105,Female,Laboratory Technician,2,Human Resources,Research & Development,Married,0
1106,Female,Laboratory Technician,1,Medical,Research & Development,Single,0
1107,Male,Sales Executive,1,Marketing,Sales,Single,0
1108,Female,Laboratory Technician,1,Medical,Sales,Married,0
1109,Male,Human Resources,1,Marketing,Research & Development,Married,0
1110,Male,Human Resources,2,Human Resources,Sales,Single,0
1111,Female,Human Resources,5,Marketing,Sales,Single,0
1112,Female,Healthcare Representative,2,Marketing,Research & Development,Divorced,0
1113,Female,Human Resources,3,Life Sciences,Research & Development,Single,0
1114,Female,Laboratory Technician,2,Marketing,Research & Development,Single,0
1115,Male,Human Resources,1,Human Resources,Research & Development,Divorced,0
1116,Female,Sales Representative,1,Medical,Research & Development,Divorced,0
1117,Female,Research Scientist,2,Marketing,Sales,Married,0
1118,Female,Sales Representative,3,Other,Research & Development,Single,0
1119,Male,Sales Representative,1,Marketing,Human Resources,Married,0
1120,Female,Sales Representative,1,Life Sciences,Research & Development,Married,0
1121,Female,Healthcare Representative,3,Life Sciences,Research & Development,Divorced,1
1122,Male,Laboratory Technician,4,Life Sciences,Research & Development,Single,0
1123,Female,Laboratory Technician,5,Life Sciences,Sales,Single,0
1124,Female,Laboratory Technician,5,Life Sciences,Sales,Single,0
1125,Female,Manufacturing Director,1,Technical Degree,Human Resources,Single,0
1126,Female,Healthcare Representative,1,Medical,Research & Development,Married,0
1127,Male,Human Resources,1,Human Resources,Sales,Divorced,0
1128,Male,Research Scientist,1,Marketing,Research & Development,Single,0
1129,Female,Sales Executive,1,Medical,Research & Development,Single,0
1130,Male,Healthcare Representative,1,Marketing,Sales,Married,0
1131,Male,Sales Representative,1,Technical Degree,Research & Development,Single,1
1132,Male,Sales Representative,3,Life Sciences,Research & Development,Divorced,0
1133,Male,Manufacturing Director,4,Marketing,Research & Development,Married,0
1134,Male,Manufacturing Director,5,Life Sciences,Sales,Single,0
1135,Male,Manufacturing Director,1,Life Sciences,Sales,Married,0
1136,Female,Sales Executive,1,Technical Degree,Research & Development,Married,0
1137,Male,Sales Representative,1,Human Resources,Research & Development,Married,0
1138,Male,Manufacturing Director,5,Marketing,Sales,Married,0
1139,Male,Research Scientist,1,Medical,Research & Development,Single,0
1140,Female,Manufacturing Director,1,Medical,Sales,Married,1
1141,Female,Laboratory Technician,2,Other,Human Resources,Divorced,0
1142,Male,Laboratory Technician,2,Human Resources,Sales,Single,0
1143,Female,Healthcare Representative,1,Medical,Research & Development,Single,0
1144,Female,Human Resources,2,Life Sciences,Research & Development,Married,0
1145,Male,Manufacturing Director,1,Other,Sales,Single,0
1146,Male,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
1147,Male,Sales Representative,1,Marketing,Research & Development,Married,0
1148,Male,Research Scientist,2,Medical,Research & Development,Single,0
1149,Female,Healthcare Representative,1,Marketing,Research & Development,Single,1
1150,Male,Laboratory Technician,2,Human Resources,Research & Development,Single,0
1151,Male,Sales Executive,1,Life Sciences,Sales,Married,0
1152,Male,Laboratory Technician,5,Marketing,Research & Development,Married,0
1153,Male,Manufacturing Director,1,Medical,Research & Development,Married,0
1154,Female,Research Scientist,2,Marketing,Sales,Married,0
1155,Female,Laboratory Technician,2,Medical,Sales,Divorced,0
1156,Male,Healthcare Representative,1,Human Resources,Sales,Married,0
1157,Female,Manufacturing Director,1,Human Resources,Research & Development,Married,0
1158,Male,Sales Representative,4,Medical,Sales,Single,0
1159,Female,Sales Executive,1,Medical,Sales,Married,0
1160,Male,Sales Representative,1,Human Resources,Sales,Single,0
1161,Female,Laboratory Technician,4,Other,Research & Development,Single,0
1162,Male,Healthcare Representative,3,Marketing,Sales,Single,1
1163,Male,Sales Representative,1,Other,Research & Development,Single,0
1164,Male,Sales Representative,1,Human Resources,Research & Development,Single,0
1165,Male,Sales Executive,1,Technical Degree,Sales,Divorced,0
1166,Male,Human Resources,4,Technical Degree,Sales,Single,0
1167,Male,Manufacturing Director,1,Marketing,Research & Development,Single,0
1168,Male,Healthcare Representative,1,Marketing,Sales,Single,0
1169,Male,Manufacturing Director,5,Medical,Research & Development,Married,0
1170,Male,Laboratory Technician,1,Marketing,Sales,Divorced,1
1171,Male,Sales Executive,1,Life Sciences,Sales,Single,0
1172,Male,Sales Representative,1,Life Sciences,Research & Development,Married,0
1173,Male,Sales Executive,2,Medical,Research & Development,Single,0
1174,Male,Sales Executive,1,Technical Degree,Research & Development,Single,0
1175,Female,Healthcare Representative,1,Human Resources,Sales,Divorced,0
1176,Male,Manufacturing Director,2,Medical,Research & Development,Divorced,0
1177,Male,Laboratory Technician,1,Other,Research & Development,Single,0
1178,Female,Research Scientist,2,Other,Research & Development,Single,0
1179,Male,Healthcare Representative,1,Marketing,Research & Development,Single,0
1180,Male,Human Resources,1,Life Sciences,Research & Development,Married,0
1181,Male,Laboratory Technician,1,Other,Sales,Single,0
1182,Male,Research Scientist,1,Medical,Research & Development,Married,0
1183,Male,Laboratory Technician,1,Medical,Sales,Single,0
1184,Male,Sales Executive,1,Life Sciences,Research & Development,Single,0
1185,Male,Human Resources,1,Human Resources,Sales,Single,0
1186,Male,Sales Executive,2,Marketing,Research & Development,Single,0
1187,Female,Sales Representative,2,Marketing,Sales,Single,0
1188,Female,Manufacturing Director,1,Marketing,Research & Development,Single,0
1189,Male,Research Scientist,1,Marketing,Research & Development,Single,0
1190,Male,Laboratory Technician,1,Life Sciences,Sales,Single,0
1191,Male,Sales Representative,3,Life Sciences,Research & Development,Single,0
1192,Male,Laboratory Technician,3,Life Sciences,Research & Development,Single,1
1193,Male,Human Resources,4,Medical,Research & Development,Divorced,0
1194,Male,Manufacturing Director,1,Human Resources,Human Resources,Single,0
1195,Male,Research Scientist,5,Medical,Research & Development,Married,0
1196,Male,Sales Representative,1,Life Sciences,Research & Development,Single,0
1197,Female,Human Resources,2,Human Resources,Research & Development,Single,0
1198,Male,Manufacturing Director,2,Other,Research & Development,Single,0
1199,Male,Laboratory Technician,1,Life Sciences,Sales,Single,0
1200,Male,Healthcare Representative,1,Life Sciences,Research & Development,Single,0
1201,Male,Sales Representative,1,Medical,Sales,Single,0
1202,Male,Sales Representative,1,Marketing,Research & Development,Divorced,0
1203,Male,Research Scientist,1,Marketing,Research & Development,Married,0
1204,Female,Research Scientist,2,Human Resources,Sales,Single,0
1205,Male,Research Scientist,1,Medical,Sales,Single,0
1206,Male,Sales Executive,2,Technical Degree,Research & Development,Single,0
1207,Female,Healthcare Representative,1,Technical Degree,Research & Development,Single,0
1208,Male,Research Scientist,1,Life Sciences,Research & Development,Divorced,0
1209,Male,Manufacturing Director,2,Life Sciences,Sales,Divorced,0
1210,Female,Sales Executive,1,Human Resources,Research & Development,Married,1
1211,Female,Manufacturing Director,1,Other,Sales,Single,0
1212,Male,Laboratory Technician,1,Marketing,Human Resources,Married,0
1213,Female,Human Resources,1,Medical,Research & Development,Single,0
1214,Female,Laboratory Technician,3,Life Sciences,Human Resources,Single,0
1215,Male,Human Resources,3,Human Resources,Research & Development,Married,0
1216,Male,Human Resources,1,Technical Degree,Sales,Married,0
1217,Male,Sales Executive,5,Marketing,Sales,Divorced,0
1218,Male,Sales Representative,3,Medical,Research & Development,Single,0
1219,Male,Healthcare Representative,1,Technical Degree,Research & Development,Married,0
1220,Male,Sales Representative,1,Human Resources,Research & Development,Divorced,0
1221,Female,Healthcare Representative,3,Medical,Research & Development,Single,0
1222,Female,Laboratory Technician,1,Life Sciences,Sales,Divorced,0
1223,Male,Manufacturing Director,1,Technical Degree,Research & Development,Divorced,0
1224,Male,Healthcare Representative,1,Medical,Research & Development,Married,1
1225,Male,Sales Representative,1,Technical Degree,Research & Development,Single,0
1226,Male,Healthcare Representative,3,Life Sciences,Research & Development,Married,1
1227,Male,Human Resources,3,Other,Sales,Single,0
1228,Female,Laboratory Technician,2,Medical,Research & Development,Single,0
1229,Male,Sales Executive,2,Medical,Research & Development,Divorced,0
1230,Male,Sales Executive,2,Marketing,Sales,Married,0
1231,Male,Healthcare Representative,1,Medical,Sales,Single,0
1232,Male,Sales Executive,4,Life Sciences,Research & Development,Married,0
1233,Female,Research Scientist,1,Life Sciences,Research & Development,Single,0
1234,Male,Research Scientist,3,Technical Degree,Research & Development,Single,0
1235,Female,Healthcare Representative,2,Life Sciences,Research & Development,Single,0
1236,Male,Laboratory Technician,2,Life Sciences,Sales,Married,0
1237,Male,Sales Executive,1,Medical,Research & Development,Married,0
1238,Male,Healthcare Representative,1,Technical Degree,Sales,Divorced,0
1239,Male,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
1240,Male,Sales Executive,1,Life Sciences,Research & Development,Divorced,0
1241,Male,Healthcare Representative,2,Marketing,Sales,Divorced,0
1242,Female,Human Resources,1,Other,Research & Development,Divorced,0
1243,Female,Manufacturing Director,2,Life Sciences,Sales,Single,0
1244,Male,Laboratory Technician,1,Medical,Sales,Married,0
1245,Male,Research Scientist,2,Marketing,Research & Development,Single,0
1246,Male,Manufacturing Director,1,Life Sciences,Research & Development,Single,1
1247,Male,Human Resources,5,Other,Research & Development,Single,0
1248,Male,Human Resources,3,Human Resources,Sales,Single,0
1249,Male,Research Scientist,3,Life Sciences,Research & Development,Married,0
1250,Male,Research Scientist,1,Medical,Research & Development,Divorced,0
1251,Male,Healthcare Representative,1,Medical,Sales,Married,0
1252,Male,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
1253,Male,Research Scientist,4,Medical,Research & Development,Single,0
1254,Male,Laboratory Technician,1,Medical,Research & Development,Married,0
1255,Male,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
1256,Male,Laboratory Technician,1,Life Sciences,Sales,Single,0
1257,Male,Sales Executive,1,Human Resources,Sales,Married,1
1258,Female,Manufacturing Director,1,Life Sciences,Research & Development,Single,0
1259,Male,Research Scientist,1,Life Sciences,Research & Development,Married,0
1260,Male,Laboratory Technician,5,Medical,Sales,Single,0
1261,Male,Sales Executive,3,Life Sciences,Research & Development,Married,0
1262,Male,Laboratory Technician,2,Other,Sales,Married,1
1263,Male,Manufacturing Director,1,Other,Research & Development,Divorced,0
1264,Male,Sales Executive,1,Other,Sales,Single,0
1265,Male,Human Resources,3,Human Resources,Research & Development,Single,0
1266,Male,Healthcare Representative,1,Life Sciences,Sales,Divorced,0
1267,Female,Research Scientist,1,Marketing,Research & Development,Married,0
1268,Male,Sales Executive,2,Life Sciences,Research & Development,Single,0
1269,Male,Sales Representative,1,Human Resources,Sales,Married,0
1270,Male,Laboratory Technician,3,Life Sciences,Sales,Single,1
1271,Male,Sales Representative,2,Life Sciences,Human Resources,Married,0
1272,Female,Sales Representative,1,Medical,Research & Development,Single,0
1273,Male,Sales Executive,1,Medical,Research & Development,Single,0
1274,Female,Manufacturing Director,1,Medical,Sales,Single,0
1275,Male,Manufacturing Director,1,Technical Degree,Sales,Single,0
1276,Male,Research Scientist,1,Marketing,Research & Development,Single,0
1277,Female,Human Resources,1,Life Sciences,Sales,Married,0
1278,Male,Laboratory Technician,2,Life Sciences,Research & Development,Single,0
1279,Male,Research Scientist,2,Medical,Research & Development,Married,0
1280,Female,Sales Representative,1,Medical,Research & Development,Single,1
1281,Male,Sales Executive,1,Other,Sales,Divorced,1
1282,Male,Manufacturing Director,1,Medical,Research & Development,Single,0
1283,Female,Sales Executive,1,Technical Degree,Research & Development,Married,0
1284,Male,Healthcare Representative,3,Marketing,Research & Development,Married,0
1285,Male,Sales Executive,1,Life Sciences,Research & Development,Single,0
1286,Male,Sales Executive,3,Medical,Sales,Married,0
1287,Male,Manufacturing Director,3,Life Sciences,Research & Development,Married,0
1288,Female,Manufacturing Director,2,Marketing,Human Resources,Single,0
1289,Male,Sales Executive,1,Human Resources,Research & Development,Married,0
1290,Male,Research Scientist,3,Marketing,Research & Development,Married,0
1291,Male,Research Scientist,2,Other,Sales,Single,0
1292,Male,Laboratory Technician,3,Marketing,Research & Development,Divorced,0
1293,Female,Manufacturing Director,4,Human Resources,Sales,Married,0
1294,Male,Sales Representative,1,Technical Degree,Research & Development,Single,0
1295,Male,Laboratory Technician,1,Medical,Research & Development,Married,0
1296,Male,Sales Representative,1,Other,Sales,Single,0
1297,Male,Laboratory Technician,1,Medical,Sales,Divorced,0
1298,Female,Sales Representative,2,Life Sciences,Research & Development,Single,0
1299,Female,Sales Representative,3,Technical Degree,Research & Development,Divorced,0
1300,Male,Healthcare Representative,1,Human Resources,Sales,Single,1
1301,Female,Human Resources,2,Human Resources,Research & Development,Married,0
1302,Male,Research Scientist,1,Medical,Research & Development,Single,0
1303,Female,Research Scientist,1,Medical,Sales,Married,1
1304,Male,Healthcare Representative,5,Life Sciences,Sales,Single,1
1305,Male,Healthcare Representative,2,Life Sciences,Sales,Single,0
1306,Female,Sales Executive,1,Life Sciences,Research & Development,Divorced,1
1307,Male,Manufacturing Director,1,Technical Degree,Sales,Single,0
1308,Female,Sales Executive,4,Medical,Research & Development,Single,0
1309,Male,Human Resources,1,Technical Degree,Research & Development,Married,0
1310,Male,Sales Executive,1,Marketing,Research & Development,Single,0
1311,Male,Healthcare Representative,2,Medical,Research & Development,Married,0
1312,Male,Laboratory Technician,3,Life Sciences,Research & Development,Single,0
1313,Male,Human Resources,4,Life Sciences,Sales,Single,0
1314,Male,Human Resources,2,Human Resources,Research & Development,Single,0
1315,Male,Sales Representative,1,Life Sciences,Sales,Single,1
1316,Female,Manufacturing Director,1,Life Sciences,Sales,Single,0
1317,Female,Healthcare Representative,1,Medical,Research & Development,Married,0
1318,Male,Sales Executive,3,Life Sciences,Sales,Single,0
1319,Male,Healthcare Representative,1,Other,Research & Development,Married,0
1320,Female,Healthcare Representative,5,Other,Sales,Single,0
1321,Male,Sales Representative,1,Human Resources,Research & Development,Single,0
1322,Male,Laboratory Technician,2,Marketing,Sales,Single,0
1323,Male,Sales Representative,3,Technical Degree,Sales,Married,0
1324,Female,Laboratory Technician,1,Medical,Research & Development,Divorced,1
1325,Female,Sales Executive,2,Technical Degree,Research & Development,Married,0
1326,Female,Laboratory Technician,1,Marketing,Sales,Married,1
1327,Male,Laboratory Technician,1,Medical,Research & Development,Single,0
1328,Male,Healthcare Representative,4,Marketing,Sales,Single,0
1329,Female,Sales Representative,4,Technical Degree,Research & Development,Divorced,0
1330,Male,Healthcare Representative,1,Medical,Research & Development,Married,0
1331,Female,Human Resources,2,Human Resources,Research & Development,Married,0
1332,Male,Human Resources,3,Marketing,Sales,Single,0
1333,Female,Sales Executive,1,Medical,Research & Development,Single,0
1334,Male,Sales Representative,1,Medical,Research & Development,Single,0
1335,Male,Sales Executive,1,Medical,Research & Development,Single,0
1336,Female,Sales Representative,1,Life Sciences,Sales,Married,0
1337,Male,Human Resources,2,Other,Research & Development,Married,0
1338,Male,Sales Executive,2,Human Resources,Sales,Married,0
1339,Male,Research Scientist,2,Life Sciences,Sales,Divorced,1
1340,Male,Sales Executive,1,Medical,Sales,Married,0
1341,Male,Sales Representative,1,Human Resources,Research & Development,Married,0
1342,Male,Healthcare Representative,1,Life Sciences,Sales,Married,0
1343,Female,Manufacturing Director,1,Technical Degree,Research & Development,Married,0
1344,Male,Laboratory Technician,1,Life Sciences,Research & Development,Divorced,0
1345,Male,Laboratory Technician,5,Technical Degree,Sales,Single,0
